config_label,mode,model,eagle_model,prompt,context_length_mean,context_length_std,context_length_cv_pct,depth_mean,depth_std,depth_cv_pct,total_token_mean,total_token_std,total_token_cv_pct,top_k_mean,top_k_std,top_k_cv_pct,num_tokens_mean,num_tokens_std,num_tokens_cv_pct,num_steps_mean,num_steps_std,num_steps_cv_pct,wall_ms_mean,wall_ms_std,wall_ms_cv_pct,tok_per_sec_mean,tok_per_sec_std,tok_per_sec_cv_pct,mean_accepted_per_step_mean,mean_accepted_per_step_std,mean_accepted_per_step_cv_pct,acceptance_rate_mean,acceptance_rate_std,acceptance_rate_cv_pct,mean_verify_ms_mean,mean_verify_ms_std,mean_verify_ms_cv_pct,verify_fraction_mean,verify_fraction_std,verify_fraction_cv_pct,n_runs
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,156,0,0.00,25,0,0.00,1927.9,1.21655,0.06,80.9,0,0.00,6.24,1.08779e-15,0.00,0.2013,0,0.00,54.7237,0.0305341,0.06,0.7096,0.000173205,0.02,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,258,0,0.00,49,0,0.00,3716.83,1.10151,0.03,69.4,0,0.00,5.265,0,0.00,0.1698,3.39935e-17,0.00,54.8973,0.00416333,0.01,0.7237,0.000173205,0.02,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,261,0,0.00,64,0,0.00,4839.77,2.5697,0.05,53.9333,0.057735,0.11,4.078,0,0.00,0.1316,0,0.00,55.0037,0.0128582,0.02,0.727333,0.00023094,0.03,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,80,0,0.00,20,0,0.00,1544.73,1.16762,0.08,51.7667,0.057735,0.11,4,0,0.00,0.129,0,0.00,54.2233,0.0187705,0.03,0.702033,0.000351188,0.05,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,258,0,0.00,60,0,0.00,4536.33,1.74738,0.04,56.9,0,0.00,4.3,0,0.00,0.1387,0,0.00,54.9527,0.0140119,0.03,0.7268,0.0001,0.01,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,257,0,0.00,60,0,0.00,4528,0.4,0.01,56.8,8.70234e-15,0.00,4.283,0,0.00,0.1382,0,0.00,54.7957,0.0057735,0.01,0.726067,0.000152753,0.02,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,264,0,0.00,50,0,0.00,3787,1.47309,0.04,69.7,0,0.00,5.28,0,0.00,0.1703,0,0.00,54.817,0.00818535,0.01,0.723733,0.000208167,0.03,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,258,0,0.00,65,0,0.00,4904.37,2.40069,0.05,52.6,0,0.00,3.969,0,0.00,0.128,0,0.00,54.874,0.0253574,0.05,0.727267,5.7735e-05,0.01,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,263,0,0.00,69,0,0.00,5227.97,1.53731,0.03,50.3,8.70234e-15,0.00,3.812,0,0.00,0.123,0,0.00,55.145,0.00608276,0.01,0.7278,0.000173205,0.02,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,260,0,0.00,50,0,0.00,3795.7,0.984886,0.03,68.5,0,0.00,5.2,0,0.00,0.1677,0,0.00,54.9687,0.0061101,0.01,0.7241,0.0001,0.01,3
b=6 d=16 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,156,0,0.00,22,0,0.00,2403.43,0.503322,0.02,64.9,0,0.00,7.091,0,0.00,0.0865,1.69967e-17,0.00,58.95,0.0166433,0.03,0.5396,0,0.00,3
b=6 d=16 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,259,0,0.00,44,0,0.00,4721.7,1.0583,0.02,54.8667,0.057735,0.11,5.886,0,0.00,0.0718,0,0.00,59.176,0.018,0.03,0.551467,5.7735e-05,0.01,3
b=6 d=16 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,266,0,0.00,60,0,0.00,6420.6,0.72111,0.01,41.4,0,0.00,4.433,0,0.00,0.0541,0,0.00,59.41,0.0087178,0.01,0.555167,5.7735e-05,0.01,3
b=6 d=16 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,80,0,0.00,18,0,0.00,1972.87,0.251661,0.01,40.5667,0.057735,0.14,4.444,0,0.00,0.0542,0,0.00,58.4667,0.0110151,0.02,0.533433,5.7735e-05,0.01,3
b=6 d=16 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,258,0,0.00,57,0,0.00,6093.77,0.981495,0.02,42.3,0,0.00,4.526,0,0.00,0.0552,0,0.00,59.2967,0.0122202,0.02,0.554667,5.7735e-05,0.01,3
b=6 d=16 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,258,0,0.00,42,0,0.00,4509.33,0.757188,0.02,57.2,8.70234e-15,0.00,6.143,0,0.00,0.0749,0,0.00,59.1257,0.0123423,0.02,0.5507,0.0001,0.02,3
b=6 d=16 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,265,0,0.00,46,0,0.00,4932.63,3.27465,0.07,53.7333,0.057735,0.11,5.761,0,0.00,0.0703,0,0.00,59.1707,0.0305505,0.05,0.5518,0.0001,0.02,3
b=6 d=16 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,263,0,0.00,69,0,0.00,7351.9,0.793725,0.01,35.8,0,0.00,3.812,0,0.00,0.0465,8.49837e-18,0.00,59.232,0.00754983,0.01,0.5559,0,0.00,3
b=6 d=16 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,258,0,0.00,62,0,0.00,6646.07,1.47422,0.02,38.8,0,0.00,4.161,0,0.00,0.0507,0,0.00,59.5257,0.0136504,0.02,0.555333,5.7735e-05,0.01,3
b=6 d=16 tt=82,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,264,0,0.00,45,0,0.00,4834.43,0.450925,0.01,54.6,0,0.00,5.867,0,0.00,0.0715,0,0.00,59.2967,0.00971253,0.02,0.551933,5.7735e-05,0.01,3
b=6 d=16 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,156,0,0.00,22,0,0.00,2401.83,0.832666,0.03,64.9333,0.057735,0.09,7.091,0,0.00,0.0865,1.69967e-17,0.00,58.81,0.0230651,0.04,0.538667,5.7735e-05,0.01,3
b=6 d=16 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,260,0,0.00,45,0,0.00,4830.57,1.60416,0.03,53.8,8.70234e-15,0.00,5.778,0,0.00,0.0705,0,0.00,59.1823,0.0150444,0.03,0.551333,5.7735e-05,0.01,3
b=6 d=16 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,266,0,0.00,59,0,0.00,6319.97,1.53731,0.02,42.1,0,0.00,4.508,0,0.00,0.055,0,0.00,59.4333,0.0141892,0.02,0.554867,5.7735e-05,0.01,3
b=6 d=16 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,80,0,0.00,18,0,0.00,1974.3,0.818535,0.04,40.5,0,0.00,4.444,0,0.00,0.0542,0,0.00,58.486,0.0262298,0.04,0.533233,5.7735e-05,0.01,3
b=6 d=16 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,258,0,0.00,57,0,0.00,6094.97,0.305505,0.01,42.3,0,0.00,4.526,0,0.00,0.0552,0,0.00,59.263,0.00264575,0.00,0.554233,5.7735e-05,0.01,3
b=6 d=16 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,258,0,0.00,42,0,0.00,4511.6,1.67033,0.04,57.2,8.70234e-15,0.00,6.143,0,0.00,0.0749,0,0.00,59.1257,0.0205994,0.03,0.5504,0,0.00,3
b=6 d=16 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,265,0,0.00,46,0,0.00,4933.1,0.4,0.01,53.7,8.70234e-15,0.00,5.761,0,0.00,0.0703,0,0.00,59.1607,0.00550757,0.01,0.551667,5.7735e-05,0.01,3
b=6 d=16 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,263,0,0.00,68,0,0.00,7249.73,1.59478,0.02,36.3,0,0.00,3.868,0,0.00,0.0472,0,0.00,59.2353,0.0110604,0.02,0.5556,0,0.00,3
b=6 d=16 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,258,0,0.00,62,0,0.00,6646.9,4.03609,0.06,38.8,0,0.00,4.161,0,0.00,0.0507,0,0.00,59.49,0.0355528,0.06,0.5549,0,0.00,3
b=6 d=16 tt=82,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,16,0,0.00,82,0,0.00,6,0,0.00,264,0,0.00,45,0,0.00,4836.47,0.83865,0.02,54.6,0,0.00,5.867,0,0.00,0.0715,0,0.00,59.2973,0.00737111,0.01,0.551733,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,156,0,0.00,21,0,0.00,2841.83,0.450925,0.02,54.9,0,0.00,7.429,1.08779e-15,0.00,0.0604,0,0.00,62.3783,0.0135031,0.02,0.460967,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,260,0,0.00,43,0,0.00,5711.77,1.25033,0.02,45.5,0,0.00,6.047,0,0.00,0.0492,0,0.00,62.6917,0.0193993,0.03,0.471967,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,267,0,0.00,58,0,0.00,7677.77,2.2053,0.03,34.8,0,0.00,4.603,0,0.00,0.0374,0,0.00,62.882,0.0298161,0.05,0.475033,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,80,0,0.00,17,0,0.00,2310.67,0.404145,0.02,34.6,0,0.00,4.706,0,0.00,0.0383,0,0.00,61.9283,0.0162891,0.03,0.455633,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,56,0,0.00,7404.2,2.71846,0.04,34.8333,0.057735,0.17,4.607,0,0.00,0.0375,0,0.00,62.7667,0.0282902,0.05,0.474733,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,259,0,0.00,41,0,0.00,5446.97,1.51438,0.03,47.5667,0.057735,0.12,6.317,0,0.00,0.0514,0,0.00,62.6217,0.0270617,0.04,0.471367,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,265,0,0.00,45,0,0.00,5970.37,1.62583,0.03,44.4,0,0.00,5.889,0,0.00,0.0479,0,0.00,62.6743,0.0257358,0.04,0.4724,0.0001,0.02,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,263,0,0.00,67,0,0.00,8833.73,3.05505,0.03,29.8,0,0.00,3.925,5.43896e-16,0.00,0.0319,0,0.00,62.758,0.0290517,0.05,0.476,0.0001,0.02,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,60,0,0.00,7942.6,2.80535,0.04,32.5,0,0.00,4.3,0,0.00,0.035,0,0.00,62.8637,0.0292803,0.05,0.4749,0.0001,0.02,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,265,0,0.00,44,0,0.00,5848.53,1.85023,0.03,45.3,8.70234e-15,0.00,6.023,0,0.00,0.049,8.49837e-18,0.00,62.7923,0.0297377,0.05,0.4724,0.0001,0.02,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,156,0,0.00,21,0,0.00,2838.33,0.945163,0.03,54.9667,0.057735,0.11,7.429,1.08779e-15,0.00,0.0604,0,0.00,62.1737,0.0237978,0.04,0.46,0.0001,0.02,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,41,0,0.00,5438.53,1.48436,0.03,47.4333,0.057735,0.12,6.293,0,0.00,0.0512,0,0.00,62.3737,0.0183394,0.03,0.4702,0,0.00,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,267,0,0.00,57,0,0.00,7535.93,1.7673,0.02,35.4,0,0.00,4.684,0,0.00,0.0381,0,0.00,62.635,0.0180278,0.03,0.473733,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,80,0,0.00,17,0,0.00,2309.97,0.416333,0.02,34.6,0,0.00,4.706,0,0.00,0.0383,0,0.00,61.838,0.0121244,0.02,0.4551,0,0.00,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,57,0,0.00,7521.33,2.07445,0.03,34.3,0,0.00,4.526,0,0.00,0.0368,0,0.00,62.4857,0.0248261,0.04,0.473533,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,259,0,0.00,41,0,0.00,5440.37,2.77909,0.05,47.6,0,0.00,6.317,0,0.00,0.0514,0,0.00,62.3947,0.0371663,0.06,0.470233,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,265,0,0.00,45,0,0.00,5963.27,2.19393,0.04,44.4333,0.057735,0.13,5.889,0,0.00,0.0479,0,0.00,62.474,0.0304467,0.05,0.471433,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,263,0,0.00,67,0,0.00,8817.9,2.00749,0.02,29.8,0,0.00,3.925,5.43896e-16,0.00,0.0319,0,0.00,62.4643,0.0198578,0.03,0.474633,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,60,0,0.00,7932.4,3.14802,0.04,32.5,0,0.00,4.3,0,0.00,0.035,0,0.00,62.643,0.0338674,0.05,0.473833,5.7735e-05,0.01,3
