config_label,mode,model,eagle_model,prompt,context_length_mean,context_length_std,context_length_cv_pct,depth_mean,depth_std,depth_cv_pct,total_token_mean,total_token_std,total_token_cv_pct,top_k_mean,top_k_std,top_k_cv_pct,num_tokens_mean,num_tokens_std,num_tokens_cv_pct,num_steps_mean,num_steps_std,num_steps_cv_pct,wall_ms_mean,wall_ms_std,wall_ms_cv_pct,tok_per_sec_mean,tok_per_sec_std,tok_per_sec_cv_pct,mean_accepted_per_step_mean,mean_accepted_per_step_std,mean_accepted_per_step_cv_pct,acceptance_rate_mean,acceptance_rate_std,acceptance_rate_cv_pct,mean_verify_ms_mean,mean_verify_ms_std,mean_verify_ms_cv_pct,verify_fraction_mean,verify_fraction_std,verify_fraction_cv_pct,n_runs
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,156,0,0.00,25,0,0.00,1932.57,0.83865,0.04,80.7333,0.057735,0.07,6.24,1.08779e-15,0.00,0.2013,0,0.00,54.867,0.0165227,0.03,0.709767,0.000152753,0.02,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,258,0,0.00,49,0,0.00,3727.33,0.757188,0.02,69.2,0,0.00,5.265,0,0.00,0.1698,3.39935e-17,0.00,55.057,0.00360555,0.01,0.7238,0.0001,0.01,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,261,0,0.00,64,0,0.00,4854.13,0.665833,0.01,53.8,8.70234e-15,0.00,4.078,0,0.00,0.1316,0,0.00,55.1743,0.00450925,0.01,0.727433,5.7735e-05,0.01,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,80,0,0.00,20,0,0.00,1549.57,0.503322,0.03,51.6,0,0.00,4,0,0.00,0.129,0,0.00,54.3947,0.0090185,0.02,0.702067,0.000152753,0.02,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,258,0,0.00,60,0,0.00,4548.77,0.23094,0.01,56.7,8.70234e-15,0.00,4.3,0,0.00,0.1387,0,0.00,55.1183,0.00503322,0.01,0.727,0.0001,0.01,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,257,0,0.00,60,0,0.00,4538.73,0.70946,0.02,56.6,0,0.00,4.283,0,0.00,0.1382,0,0.00,54.955,0.008544,0.02,0.7265,0,0.00,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,264,0,0.00,50,0,0.00,3797.3,0.264575,0.01,69.5,0,0.00,5.28,0,0.00,0.1703,0,0.00,54.991,0.013,0.02,0.724067,0.000152753,0.02,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,258,0,0.00,65,0,0.00,4917.57,1.24231,0.03,52.4667,0.057735,0.11,3.969,0,0.00,0.128,0,0.00,55.0383,0.00378594,0.01,0.727467,0.000152753,0.02,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,263,0,0.00,69,0,0.00,5242.83,1.5695,0.03,50.1667,0.057735,0.12,3.812,0,0.00,0.123,0,0.00,55.316,0.0190788,0.03,0.727967,5.7735e-05,0.01,3
b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,6,0,0.00,31,0,0.00,6,0,0.00,260,0,0.00,50,0,0.00,3805.63,1.02632,0.03,68.3,0,0.00,5.2,0,0.00,0.1677,0,0.00,55.1393,0.00832666,0.02,0.724433,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,156,0,0.00,21,0,0.00,2870.5,1.60935,0.06,54.3333,0.057735,0.11,7.429,1.08779e-15,0.00,0.0604,0,0.00,63.6737,0.0391706,0.06,0.465833,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,260,0,0.00,43,0,0.00,5766.97,1.35031,0.02,45.1,0,0.00,6.047,0,0.00,0.0492,0,0.00,63.937,0.0202978,0.03,0.476733,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,267,0,0.00,58,0,0.00,7819.93,11.2296,0.14,34.1667,0.057735,0.17,4.603,0,0.00,0.0374,0,0.00,64.2257,0.141507,0.22,0.476367,0.000378594,0.08,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,80,0,0.00,17,0,0.00,2333,1.13578,0.05,34.3,0,0.00,4.706,0,0.00,0.0383,0,0.00,63.2007,0.0595343,0.09,0.460533,0.00023094,0.05,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,56,0,0.00,7480.93,5.22047,0.07,34.5,0,0.00,4.607,0,0.00,0.0375,0,0.00,64.0863,0.0795005,0.12,0.479767,0.000251661,0.05,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,259,0,0.00,41,0,0.00,5501.07,0.152753,0.00,47.1,0,0.00,6.317,0,0.00,0.0514,0,0.00,63.895,0.00866025,0.01,0.476233,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,265,0,0.00,45,0,0.00,6037.37,3.88887,0.06,43.9,0,0.00,5.889,0,0.00,0.0479,0,0.00,63.9917,0.0371663,0.06,0.476967,5.7735e-05,0.01,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,263,0,0.00,67,0,0.00,8923.07,1.5308,0.02,29.5,0,0.00,3.925,5.43896e-16,0.00,0.0319,0,0.00,64.0203,0.00378594,0.01,0.4807,0.0001,0.02,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,60,0,0.00,8019.57,1.77858,0.02,32.2,0,0.00,4.3,0,0.00,0.035,0,0.00,64.107,0.0245153,0.04,0.479633,0.00011547,0.02,3
b=6 d=24 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,265,0,0.00,44,0,0.00,5905,1.92873,0.03,44.9,0,0.00,6.023,0,0.00,0.049,8.49837e-18,0.00,64.0353,0.0245832,0.04,0.477133,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,156,0,0.00,21,0,0.00,2843.93,0.550757,0.02,54.8333,0.057735,0.11,7.429,1.08779e-15,0.00,0.0604,0,0.00,62.313,0.021,0.03,0.460167,0.000152753,0.03,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,41,0,0.00,5448.4,1.08167,0.02,47.3667,0.057735,0.12,6.293,0,0.00,0.0512,0,0.00,62.5147,0.0148436,0.02,0.4704,0,0.00,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,267,0,0.00,57,0,0.00,7548.9,1.44222,0.02,35.4,0,0.00,4.684,0,0.00,0.0381,0,0.00,62.7643,0.0145029,0.02,0.473933,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,80,0,0.00,17,0,0.00,2314.73,0.802081,0.03,34.6,0,0.00,4.706,0,0.00,0.0383,0,0.00,61.9993,0.0336502,0.05,0.455333,0.00011547,0.03,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,57,0,0.00,7533.83,0.602771,0.01,34.2,0,0.00,4.526,0,0.00,0.0368,0,0.00,62.6003,0.00723418,0.01,0.4736,0,0.00,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,259,0,0.00,41,0,0.00,5449.57,1.42945,0.03,47.5,0,0.00,6.317,0,0.00,0.0514,0,0.00,62.5207,0.0221209,0.04,0.470367,5.7735e-05,0.01,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,265,0,0.00,45,0,0.00,5973.33,0.568624,0.01,44.4,0,0.00,5.889,0,0.00,0.0479,0,0.00,62.6037,0.00986577,0.02,0.4716,0.0001,0.02,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,263,0,0.00,67,0,0.00,8832.83,1.41539,0.02,29.8,0,0.00,3.925,5.43896e-16,0.00,0.0319,0,0.00,62.5843,0.0102632,0.02,0.4747,6.7987e-17,0.00,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,258,0,0.00,60,0,0.00,7947.03,1.15036,0.01,32.5,0,0.00,4.3,0,0.00,0.035,0,0.00,62.7787,0.0120139,0.02,0.474,0,0.00,3
b=6 d=24 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,24,0,0.00,123,0,0.00,6,0,0.00,265,0,0.00,44,0,0.00,5850.9,0.793725,0.01,45.3,8.70234e-15,0.00,6.023,0,0.00,0.049,8.49837e-18,0.00,62.6977,0.0064291,0.01,0.4715,0,0.00,3
b=24 d=6 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,156,0,0.00,23,0,0.00,2012.83,1.88237,0.09,77.5,0.1,0.13,6.783,0,0.00,0.0551,0,0.00,63.2647,0.0619785,0.10,0.722933,5.7735e-05,0.01,3
b=24 d=6 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,259,0,0.00,44,0,0.00,3801.77,0.680686,0.02,68.1,0,0.00,5.886,0,0.00,0.0479,0,0.00,63.6437,0.0085049,0.01,0.736567,5.7735e-05,0.01,3
b=24 d=6 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,264,0,0.00,58,0,0.00,5010,4.7655,0.10,52.6667,0.057735,0.11,4.552,0,0.00,0.037,0,0.00,63.9477,0.0576223,0.09,0.740333,5.7735e-05,0.01,3
b=24 d=6 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,80,0,0.00,16,0,0.00,1419.17,1.41539,0.10,56.3667,0.057735,0.10,5,0,0.00,0.0407,0,0.00,63.079,0.0737496,0.12,0.711167,0.00023094,0.03,3
b=24 d=6 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,258,0,0.00,56,0,0.00,4826.17,3.52467,0.07,53.4333,0.057735,0.11,4.607,0,0.00,0.0375,0,0.00,63.7963,0.0542433,0.09,0.740267,0.000152753,0.02,3
b=24 d=6 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,260,0,0.00,40,0,0.00,3458.07,1.66533,0.05,75.2,0,0.00,6.5,0,0.00,0.0528,8.49837e-18,0.00,63.5243,0.0274287,0.04,0.734767,5.7735e-05,0.01,3
b=24 d=6 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,257,0,0.00,44,0,0.00,3799,1.0583,0.03,67.6667,0.057735,0.09,5.841,0,0.00,0.0475,8.49837e-18,0.00,63.612,0.0181934,0.03,0.736767,5.7735e-05,0.01,3
b=24 d=6 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,262,0,0.00,64,0,0.00,5507.5,0.984886,0.02,47.6,0,0.00,4.094,0,0.00,0.0333,0,0.00,63.8137,0.0051316,0.01,0.741533,5.7735e-05,0.01,3
b=24 d=6 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,257,0,0.00,56,0,0.00,4848.7,2.77128,0.06,53,0,0.00,4.589,0,0.00,0.0373,0,0.00,64.045,0.036428,0.06,0.7397,0,0.00,3
b=24 d=6 tt=123,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,262,0,0.00,46,0,0.00,3975.87,1.52753,0.04,65.9,0,0.00,5.696,1.08779e-15,0.00,0.0463,0,0.00,63.7223,0.0302379,0.05,0.737267,5.7735e-05,0.01,3
b=24 d=6 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,156,0,0.00,23,0,0.00,2721.07,4.57092,0.17,57.3333,0.057735,0.10,6.783,0,0.00,0.0551,0,0.00,93.9457,0.193702,0.21,0.7941,0.000360555,0.05,3
b=24 d=6 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,259,0,0.00,43,0,0.00,3662.9,1.04403,0.03,70.7,0,0.00,6.023,0,0.00,0.049,8.49837e-18,0.00,62.2753,0.0241937,0.04,0.731067,0.00011547,0.02,3
b=24 d=6 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,264,0,0.00,58,0,0.00,4933.07,1.06927,0.02,53.5,0,0.00,4.552,0,0.00,0.037,0,0.00,62.5193,0.0135031,0.02,0.735067,0.00011547,0.02,3
b=24 d=6 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,80,0,0.00,16,0,0.00,1400.03,0.351188,0.03,57.1333,0.057735,0.10,5,0,0.00,0.0407,0,0.00,61.776,0.0255343,0.04,0.706,0.0001,0.01,3
b=24 d=6 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,258,0,0.00,56,0,0.00,4753.33,4.28991,0.09,54.2667,0.057735,0.11,4.607,0,0.00,0.0375,0,0.00,62.3637,0.0328684,0.05,0.734733,0.000288675,0.04,3
b=24 d=6 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,259,0,0.00,44,0,0.00,3752.23,2.13854,0.06,69.0333,0.057735,0.08,5.886,0,0.00,0.0479,0,0.00,62.3017,0.0387599,0.06,0.730567,0.000208167,0.03,3
b=24 d=6 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,257,0,0.00,44,0,0.00,3745.63,3.51046,0.09,68.6333,0.057735,0.08,5.841,0,0.00,0.0475,8.49837e-18,0.00,62.2683,0.0585861,0.09,0.731467,5.7735e-05,0.01,3
b=24 d=6 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,259,0,0.00,58,0,0.00,4919,5.2,0.11,52.6667,0.057735,0.11,4.466,0,0.00,0.0363,0,0.00,62.315,0.0505668,0.08,0.734767,0.000152753,0.02,3
b=24 d=6 tt=123,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",0,0,0.00,6,0,0.00,123,0,0.00,24,0,0.00,257,0,0.00,56,0,0.00,4773.83,2.45832,0.05,53.8333,0.057735,0.11,4.589,0,0.00,0.0373,0,0.00,62.592,0.0277128,0.04,0.734233,5.7735e-05,0.01,3
