context_length,depth,total_token,top_k,label,vanilla_tok_s,vanilla_acc,vanilla_verify,ragged_tok_s,ragged_acc,ragged_verify,e2e_speedup
4096,12,123,12,b=12 d=12 tt=123,16.6,1.437,0.5634,16.0,1.437,0.5827,0.9639
4096,12,165,16,b=16 d=12 tt=165,15.0,1.472,0.6098,15.9,1.47,0.5825,1.06
4096,12,206,20,b=20 d=12 tt=206,13.9,1.491,0.6365,15.8,1.493,0.5853,1.1367
4096,12,247,24,b=24 d=12 tt=247,13.3,1.505,0.6465,15.8,1.505,0.5797,1.188
4096,16,165,12,b=12 d=16 tt=165,13.6,1.442,0.5612,14.4,1.442,0.5295,1.0588
4096,16,219,16,b=16 d=16 tt=219,12.4,1.464,0.594,14.3,1.472,0.534,1.1532
4096,16,274,20,b=20 d=16 tt=274,11.4,1.492,0.6292,14.3,1.493,0.533,1.2544
4096,16,329,24,b=24 d=16 tt=329,10.7,1.506,0.6469,14.3,1.507,0.5302,1.3364
4096,20,206,12,b=12 d=20 tt=206,11.6,1.444,0.5481,12.9,1.444,0.4894,1.1121
4096,20,274,16,b=16 d=20 tt=274,10.6,1.481,0.5892,13.0,1.474,0.4906,1.2264
4096,20,343,20,b=20 d=20 tt=343,9.9,1.49,0.6134,13.1,1.497,0.49,1.3232
4096,20,411,24,b=24 d=20 tt=411,8.7,1.511,0.6571,11.8,1.51,0.5319,1.3563
4096,24,247,12,b=12 d=24 tt=247,10.4,1.444,0.5255,12.0,1.444,0.4496,1.1538
4096,24,329,16,b=16 d=24 tt=329,9.3,1.478,0.5721,12.0,1.478,0.4543,1.2903
4096,24,411,20,b=20 d=24 tt=411,8.3,1.505,0.625,10.9,1.505,0.4954,1.3133
4096,24,494,24,b=24 d=24 tt=494,7.6,1.51,0.6497,10.8,1.516,0.5032,1.4211

context_length,depth,total_token,top_k,config_label,mode,model,eagle_model,prompt,num_tokens,num_steps,wall_ms,tok_per_sec,mean_accepted_per_step,acceptance_rate,mean_verify_ms,verify_fraction
4096,12,165,16,b=16 d=12 tt=165,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,184,16456.3,15.6,1.397,0.0085,53.103,0.5938
4096,12,165,16,b=16 d=12 tt=165,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,178,16196.5,15.9,1.444,0.0088,53.399,0.5869
4096,12,165,16,b=16 d=12 tt=165,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,86,60,5900.8,14.6,1.433,0.0087,52.785,0.5367
4096,12,165,16,b=16 d=12 tt=165,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,166,15564.2,16.6,1.56,0.0095,56.512,0.6027
4096,12,165,16,b=16 d=12 tt=165,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,170,15279.4,16.9,1.518,0.0092,53.232,0.5923
4096,12,165,16,b=16 d=12 tt=165,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,184,17639.5,14.6,1.397,0.0085,59.588,0.6216
4096,12,165,16,b=16 d=12 tt=165,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,177,17321.3,14.8,1.452,0.0088,60.6,0.6193
4096,12,165,16,b=16 d=12 tt=165,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,91,63,6585.9,13.8,1.444,0.0088,59.092,0.5653
4096,12,165,16,b=16 d=12 tt=165,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,167,16133.1,16.1,1.551,0.0094,60.011,0.6212
4096,12,165,16,b=16 d=12 tt=165,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,170,16361.5,15.8,1.518,0.0092,59.846,0.6218
4096,12,206,20,b=20 d=12 tt=206,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,183,16712.0,15.4,1.404,0.0068,54.407,0.5958
4096,12,206,20,b=20 d=12 tt=206,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,174,16224.4,15.8,1.477,0.0072,54.91,0.5889
4096,12,206,20,b=20 d=12 tt=206,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,92,63,6338.5,14.5,1.46,0.0071,54.757,0.5442
4096,12,206,20,b=20 d=12 tt=206,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,163,15576.1,16.6,1.589,0.0077,57.714,0.604
4096,12,206,20,b=20 d=12 tt=206,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,168,15420.2,16.7,1.536,0.0075,54.476,0.5935
4096,12,206,20,b=20 d=12 tt=206,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,183,19207.3,13.4,1.404,0.0068,68.389,0.6516
4096,12,206,20,b=20 d=12 tt=206,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,174,18297.0,14.0,1.477,0.0072,67.53,0.6422
4096,12,206,20,b=20 d=12 tt=206,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,92,63,7124.3,12.9,1.46,0.0071,67.954,0.6009
4096,12,206,20,b=20 d=12 tt=206,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,164,17478.9,14.8,1.579,0.0077,68.29,0.6407
4096,12,206,20,b=20 d=12 tt=206,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,168,17799.0,14.5,1.536,0.0075,68.53,0.6468
4096,12,247,24,b=24 d=12 tt=247,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,181,16624.8,15.5,1.42,0.0057,54.226,0.5904
4096,12,247,24,b=24 d=12 tt=247,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,174,16461.4,15.6,1.477,0.006,55.214,0.5836
4096,12,247,24,b=24 d=12 tt=247,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,91,61,6247.6,14.6,1.492,0.006,55.054,0.5375
4096,12,247,24,b=24 d=12 tt=247,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,163,15697.9,16.5,1.589,0.0064,57.698,0.5991
4096,12,247,24,b=24 d=12 tt=247,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,167,15432.9,16.7,1.545,0.0063,54.341,0.588
4096,12,247,24,b=24 d=12 tt=247,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,181,20009.9,12.8,1.42,0.0057,72.865,0.6591
4096,12,247,24,b=24 d=12 tt=247,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,174,19683.8,13.1,1.477,0.006,73.941,0.6536
4096,12,247,24,b=24 d=12 tt=247,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,91,61,7258.1,12.5,1.492,0.006,72.266,0.6074
4096,12,247,24,b=24 d=12 tt=247,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,163,18201.2,14.2,1.589,0.0064,73.246,0.656
4096,12,247,24,b=24 d=12 tt=247,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,167,18507.9,13.9,1.545,0.0063,72.773,0.6566
4096,16,165,12,b=12 d=16 tt=165,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,186,18307.5,14.0,1.382,0.0084,53.107,0.5396
4096,16,165,12,b=12 d=16 tt=165,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,182,17933.3,14.3,1.412,0.0086,52.732,0.5352
4096,16,165,12,b=12 d=16 tt=165,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,91,65,6935.5,13.1,1.4,0.0085,53.043,0.4971
4096,16,165,12,b=12 d=16 tt=165,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",258,168,16624.1,15.5,1.536,0.0093,53.128,0.5369
4096,16,165,12,b=12 d=16 tt=165,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,174,17147.0,15.0,1.483,0.009,53.07,0.5385
4096,16,165,12,b=12 d=16 tt=165,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,186,19438.2,13.2,1.382,0.0084,59.461,0.569
4096,16,165,12,b=12 d=16 tt=165,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,182,19385.2,13.3,1.412,0.0086,60.482,0.5678
4096,16,165,12,b=12 d=16 tt=165,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,91,65,7256.3,12.5,1.4,0.0085,58.785,0.5266
4096,16,165,12,b=12 d=16 tt=165,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",258,168,17659.3,14.6,1.536,0.0093,60.168,0.5724
4096,16,165,12,b=12 d=16 tt=165,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,174,18176.0,14.2,1.483,0.009,59.553,0.5701
4096,16,219,16,b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,184,18441.1,13.9,1.397,0.0064,54.349,0.5423
4096,16,219,16,b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,177,17926.7,14.3,1.452,0.0066,54.374,0.5369
4096,16,219,16,b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,91,63,6878.7,13.2,1.444,0.0066,54.426,0.4985
4096,16,219,16,b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,167,17287.5,15.0,1.551,0.0071,57.144,0.552
4096,16,219,16,b=16 d=16 tt=219,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,170,17052.9,15.1,1.518,0.0069,54.214,0.5405
4096,16,219,16,b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,184,21278.7,12.1,1.397,0.0064,69.876,0.6042
4096,16,219,16,b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,178,20952.3,12.3,1.444,0.0066,71.059,0.6037
4096,16,219,16,b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,86,61,7530.0,11.4,1.41,0.0064,68.605,0.5558
4096,16,219,16,b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,167,19539.1,13.3,1.551,0.0071,70.499,0.6026
4096,16,219,16,b=16 d=16 tt=219,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,170,19749.9,13.1,1.518,0.0069,70.162,0.6039
4096,16,274,20,b=20 d=16 tt=274,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,183,18628.9,13.8,1.404,0.0051,55.05,0.5408
4096,16,274,20,b=20 d=16 tt=274,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,175,18050.8,14.2,1.469,0.0054,55.206,0.5352
4096,16,274,20,b=20 d=16 tt=274,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,91,62,6908.2,13.2,1.468,0.0054,55.563,0.4987
4096,16,274,20,b=20 d=16 tt=274,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,163,17151.9,15.1,1.589,0.0058,57.919,0.5504
4096,16,274,20,b=20 d=16 tt=274,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,168,17135.8,15.1,1.536,0.0056,55.051,0.5397
4096,16,274,20,b=20 d=16 tt=274,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,183,23645.3,10.9,1.404,0.0051,82.893,0.6415
4096,16,274,20,b=20 d=16 tt=274,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,174,22529.4,11.4,1.477,0.0054,82.048,0.6337
4096,16,274,20,b=20 d=16 tt=274,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,91,62,8557.3,10.6,1.468,0.0054,82.455,0.5974
4096,16,274,20,b=20 d=16 tt=274,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",258,164,21246.2,12.1,1.573,0.0057,82.43,0.6363
4096,16,274,20,b=20 d=16 tt=274,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,168,21934.0,11.8,1.536,0.0056,83.153,0.6369
4096,16,329,24,b=24 d=16 tt=329,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,181,18681.4,13.8,1.42,0.0043,55.527,0.538
4096,16,329,24,b=24 d=16 tt=329,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,174,18005.6,14.3,1.477,0.0045,55.152,0.533
4096,16,329,24,b=24 d=16 tt=329,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,92,62,6904.7,13.3,1.484,0.0045,55.13,0.495
4096,16,329,24,b=24 d=16 tt=329,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,161,17090.1,15.2,1.609,0.0049,58.19,0.5482
4096,16,329,24,b=24 d=16 tt=329,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,167,17209.9,15.0,1.545,0.0047,55.333,0.5369
4096,16,329,24,b=24 d=16 tt=329,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,181,24934.3,10.3,1.42,0.0043,90.676,0.6582
4096,16,329,24,b=24 d=16 tt=329,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,174,24433.6,10.5,1.477,0.0045,91.886,0.6544
4096,16,329,24,b=24 d=16 tt=329,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,91,61,8912.1,10.2,1.492,0.0045,89.874,0.6152
4096,16,329,24,b=24 d=16 tt=329,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",259,162,22747.2,11.4,1.599,0.0049,91.478,0.6515
4096,16,329,24,b=24 d=16 tt=329,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,167,23072.6,11.2,1.545,0.0047,90.518,0.6552
4096,20,206,12,b=12 d=20 tt=206,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,186,20480.5,12.5,1.382,0.0067,54.839,0.498
4096,20,206,12,b=12 d=20 tt=206,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,182,20133.6,12.8,1.412,0.0069,54.672,0.4942
4096,20,206,12,b=12 d=20 tt=206,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,91,65,7713.4,11.8,1.4,0.0068,54.891,0.4626
4096,20,206,12,b=12 d=20 tt=206,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",258,168,18608.8,13.9,1.536,0.0075,54.871,0.4954
4096,20,206,12,b=12 d=20 tt=206,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,173,18971.5,13.6,1.491,0.0072,54.491,0.4969
4096,20,206,12,b=12 d=20 tt=206,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,257,186,22871.7,11.2,1.382,0.0067,68.648,0.5583
4096,20,206,12,b=12 d=20 tt=206,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,257,182,22292.2,11.5,1.412,0.0069,67.518,0.5512
4096,20,206,12,b=12 d=20 tt=206,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,91,65,8505.9,10.7,1.4,0.0068,68.312,0.522
4096,20,206,12,b=12 d=20 tt=206,vanilla,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",258,168,20622.1,12.5,1.536,0.0075,67.834,0.5526
